Справочник БИК;;;;;;;;;;
Актуально на 28.05.2023. Всего записей — 1397.;;;;;;;;;;
Подготовлено сайтом bik10.ru;;;;;;;;;;
Справочник БИК онлайн;;;;;;;;;;
БИК;Регион;Почтовый индекс;Город;Адрес;Наименование;Телефон;Корреспондентский счет;Регистрационный номер;Тип организации;Дата внесения
047169777;71;628616;Нижневартовск;пр-т Победы, 18 А;"АО КБ ""ПРИОБЬЕ""";(3466)412655,611010;30101810800000000777;537;Банк;1994-01-20
045354885;53;460024;Оренбург;ул Маршала Г.К. Жукова, 25;"АО ""БАНК ОРЕНБУРГ""";(3532)343111;30101810400000000885;3269;Банк;1995-11-27
045354860;53;460058;Оренбург;ул Чкалова, 35/1;"АКБ ""ФОРШТАДТ"" (АО)";(3532)980486,980412;30101810700000000860;2208;Банк;1994-05-01
045354814;53;460000;Оренбург;ул Правды, 14;"ПАО ""НИКО-БАНК""";(3532)340034;30101810400000000814;702;Банк;1994-01-20
047501711;75;454091;Челябинск;ул Карла Маркса, 80;"ПАО ""ЧЕЛИНДБАНК""";(351)2647682,2651754;30101810400000000711;485;Банк;1994-01-20
047102658;71;625000;Тюмень;ул Республики, 65;"КБ ""СТРОЙЛЕСБАНК"" (ООО)";(3452)566026;30101810900000000658;2995;Банк;1994-09-20
044525184;45;119034;Москва;р-н Хамовники, ул. Пречистенка, д. 36, строен. 1;"АО ""МБ Банк""";(495)6462110;30101810800000000184;3396;Банк;2002-07-05
044525696;45;119002;Москва;Плотников пер., дом 19/38, строение 2;"НКО ""МКС"" (ООО)";(495)7773326;30103810845250000696;3242-К;Банк;1996-01-25
044525464;45;121357;Москва;ул. Верейская, д. 29, стр.134;"АО ""Банк БЖФ""";(495)7727520;30101810545250000464;3138;Банк;2015-09-10
046401989;64;693004;Южно-Сахалинск;улица Ленина, дом 304Г;"АО РНКО ""ХОЛМСК""";;30103810864010000989;503-К;Банк;2018-12-17
043209770;32;654080;Новокузнецк;улица Свердлова, дом №7, помещение 181;"ООО ""НОВОКИБ""";(3843)539698,459267;30101810900000000770;1747;Банк;1994-01-20
049205772;92;420032;Казань;ул Лукницкого, 2;"""БАНК ЗАРЕЧЬЕ"" (АО)";(843)5575907,5575949;30101810900000000772;817;Банк;1994-01-20
049205844;92;420066;Казань;ул Солдатская, 1;"ООО КБЭР ""БАНК КАЗАНИ""";(843)5278677;30101810100000000844;708;Банк;1994-01-20
044525105;45;119017;Москва;Кадашевская набережная, д. 14, к. 2;"АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""";(495)7974800;30101810300000000105;3333;Банк;1999-02-05
041403701;14;308000;Белгород;Белгородский пр-т, 73;"АО УКБ ""БЕЛГОРОДСОЦБАНК""";(4722)322208,353116;30101810100000000701;760;Банк;1994-01-20
044525201;45;119180;Москва;ул. Большая Якиманка, д. 1;"ПАО АКБ ""АВАНГАРД""";(495)9566851,2303472;30101810000000000201;2879;Банк;1994-09-20
044525951;45;119017;Москва;ул. Малая Ордынка, д.20, стр. 1;"КБ ""Москоммерцбанк"" (АО)";(495)3632222;30101810045250000951;3365;Банк;2001-07-13
044525677;45;115035;Москва;ул. Садовническая, д. 82 стр. 2;"АО ""Яндекс Банк""";(499)2533133;30101810345250000677;3027;Банк;1995-08-25
046015804;60;344068;Ростов-на-Дону;пр-т Михаила Нагибина, 32 А;"ПАО ""ДОНКОМБАНК""";(863)2076060,2036176;30101810000000000804;492;Банк;1994-01-20
044525050;45;117449;Москва;ул. Новочеремушкинская, д. 10;"ООО РНКО ""ЮСиЭс""";;30103810745374525050;3541-К;Банк;2022-01-18
040715725;07;357350;Ессентукская;ул Гагарина, 148;"ООО ""РУСБС""";(87961)51171,24177,50987;30101810107150000725;779;Банк;1994-01-20
046401727;64;693010;Южно-Сахалинск;ул Комсомольская, 145;"КБ ""Долинск"" (АО)";(4242)494010;30101810300000000727;857;Банк;1994-01-20
042908762;29;248000;Калуга;ул Московская, 6;"ООО банк ""Элита""";(4842)571056,555135;30101810500000000762;1399;Банк;1994-01-20
046577881;65;623406;Каменск-Уральский;ул Октябрьская, 36;"ПАО ""МЕТКОМБАНК""";(3439)378000,378011;30101810500000000881;2443;Банк;1994-01-20
044525185;45;125047;Москва;ул. Лесная, д. 5;"""БНП ПАРИБА БАНК"" АО";(495)7856000;30101810100000000185;3407;Банк;2002-07-26
046577756;65;620026;Екатеринбург;ул Куйбышева, 75;ПАО Банк Синара;(343)3557400;30101810800000000756;705;Банк;1994-01-20
046577781;65;620026;Екатеринбург;ул 8 Марта, 49;"АО ""ВУЗ-БАНК""";(343)3116567;30101810600000000781;1557;Банк;1994-01-20
046577993;65;620133;Екатеринбург;ул Кузнечная, 83;"ООО КБ ""УРАЛФИНАНС""";(343)2221101;30101810100000000993;1370;Банк;1994-01-20
040349718;03;350075;Краснодар;ул им. Стасова, 176;"АО ""КУБАНЬТОРГБАНК""";(861)2126080;30101810900000000718;478;Банк;1994-01-20
040349909;03;350059;Краснодар;ул. Волжская, 47;"ООО КБ ""ВНЕШФИНБАНК""";(861)2195510,2195562;30101810900000000909;3173;Банк;1995-02-01
043002717;30;683032;Петропавловск-Камчатский;ул Артиллерийская, 5/1;"""Муниципальный Камчатпрофитбанк"" (АО)";(4152)411164;30101810100000000717;2103;Банк;1994-01-20
046015860;60;344029;Ростов-на-Дону;пр-т Сельмаш, 102;"ПАО КБ ""СЕЛЬМАШБАНК""";(863)2832067,2542622;30101810400000000860;106;Банк;1994-01-20
044525161;45;125167;Москва;Ленинградский проспект, дом 39, строение 80;"КБ ""ЛОКО-Банк"" (АО)";(495)7395555;30101810945250000161;2707;Банк;1994-05-10
044525311;45;125171;Москва;Ленинградское шоссе, д.16А, стр. 2;"АО ""ОТП Банк""";(495)7835400,7754775;30101810000000000311;2766;Банк;1994-05-10
044525095;45;117105;Москва;Варшавское шоссе, дом 1А, помещение 1/5;МОРСКОЙ БАНК (АО);(495)7771177;30101810545250000095;77;Банк;1994-01-20
045004815;50;630099;Новосибирск;ул Советская, 14;"АО ""БАНК АКЦЕПТ""";(383)2191803,2191802;30101810200000000815;567;Банк;1994-01-20
045004850;50;630102;Новосибирск;ул. Кирова, дом 48;"БАНК ""ЛЕВОБЕРЕЖНЫЙ"" (ПАО)";(800)3333555,(383)3600900;30101810100000000850;1343;Банк;1994-01-20
040407523;04;660049;Красноярск;ул. Карла Маркса, дом 62, помещения № 25, 26, 27;"АО АИКБ ""ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК""";(391)2770000;30101810650040000523;2645;Банк;1994-05-01
044030702;40;191187;Санкт-Петербург;ул Шпалерная, 2/4 лит А;"АО ""СИТИ ИНВЕСТ БАНК""";(812)3240695,3240690;30101810600000000702;3194;Банк;1995-01-26
044525053;45;119021;Москва;ул. Тимура Фрунзе, д. 24, эт. 2, пом. I, ком. 1-29;НКО ЦК РДК (АО);;30103810145250000053;3540-ЦК;Банк;2021-01-27
049514745;95;655017;Абакан;ул Хакасская, 73;"ООО ""ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК""";(3902)357500,344222;30101810900000000745;1049;Банк;1994-01-20
044525494;45;121096;Москва;ул. Василисы Кожиной, д. 1, этаж 1, комнаты 1-30;"КБ ""СИСТЕМА"" ООО";(495)7753181,7753182;30101810600000000494;2846;Банк;1994-07-01
044525498;45;115093;Москва;Партийный переулок, дом 1, корпус 57, строение 2,3;"АО Банк ""Национальный стандарт""";(495)6647344;30101810045250000498;3421;Банк;2003-01-30
042406807;24;153000;Иваново;Шереметевский проспект, дом 47;"РНКО ""ИНЭКО"" (ООО)";;30103810124060000807;3520-К;Банк;2013-08-26
044525266;45;125009;Москва;ул. Воздвиженка, д. 10;"АО ""Банк ДОМ.РФ""";(495)9566825,7758686;30101810345250000266;2312;Банк;2016-06-27
046311722;63;410031;Саратов;ул Радищева, 28;"АО ""ЭКОНОМБАНК""";(8452)260613,261679;30101810100000000722;1319;Банк;1994-01-20
044030877;40;191014;Санкт-Петербург;ул. Радищева, д. 39, литер А;Таврический Банк (АО);(812)3295510,3295512;30101810700000000877;2304;Банк;1994-01-20
044030747;40;195009;Санкт-Петербург;ул Михайлова, 11;"АО ""СЭБ БАНК""";(812)3340360,3340377;30101810500000000747;3235;Банк;1995-05-15
044030904;40;190013;Санкт-Петербург;ул. Рузовская, д. 16, лит. А, пом. 13-Н;ООО БАНК ОРАНЖЕВЫЙ;(812)3327463,3323734;30101810000000000904;1659;Банк;1994-01-20
044525728;45;109004;Москва;ул. Александра Солженицына, д. 12, стр. 4;"ООО ""СПЕЦСТРОЙБАНК""";(495)7555666;30101810045250000728;236;Банк;1994-01-20
046015762;60;344000;Ростов-на-Дону;пр-т Соколова, 62;"ПАО КБ ""ЦЕНТР-ИНВЕСТ""";(863)2648618,2640808;30101810100000000762;2225;Банк;1994-01-20
044525766;45;141400;Химки;улица Ленинградская, владение 39 строение 6;"ООО ""Икано Банк""";(495)6426820;30101810600000000766;3519;Банк;2013-08-12
044030308;40;197136;Санкт-Петербург;ул. Профессора Попова, д. 37, литера Щ, офис 609;"ООО РНКО ""Платежный конструктор""";;30103810245374030308;3543-К;Банк;2022-07-05
044525770;45;125315;Москва;Ленинградский проспект, дом 70;"ООО ""БМВ Банк""";(495)9677848;30101810145250000770;3482;Банк;2008-06-26
044525257;45;123001;Москва;Вспольный переулок, дом 19;"АО ""РФК-банк""";(495)6828543;30101810545250000257;3099;Банк;1994-12-09
044525567;45;115054;Москва;ул. Бахрушина, д. 23, стр. 2;"АО ""Тимер Банк""";;30101810345250000567;1581;Банк;2019-10-01
049401814;94;426008;Ижевск;ул Пушкинская, 268;"ПАО ""БЫСТРОБАНК""";(3412)723969;30101810200000000814;1745;Банк;1994-01-20
044525202;45;125047;Москва;ул. Гашека, д. 8-10, стр. 1;"АО КБ ""Ситибанк""";(495)7251000;30101810300000000202;2557;Банк;1994-03-01
043601742;36;443100;Самара;ул Маяковского, 14;"АО ""КОШЕЛЕВ-БАНК""";(846)9339000;30101810236010000742;3300;Банк;1996-08-21
043601592;36;443011;Самара;ул Советской Армии, 238 В;"НКО ""ПЛАТЕЖИ И РАСЧЕТЫ"" (АО)";(846)3123707,3123706;30103810300000000592;3324-Р;Банк;1998-05-15
048702781;87;167000;Сыктывкар;ул Первомайская, 68;"""Северный Народный Банк"" (АО)";(8212)445364,445664;30101810000000000781;2721;Банк;1994-05-01
044525450;45;127051;Москва;Большой Каретный переулок, д. 20, стр. 2;"ООО ""Вайлдберриз Банк""";;30101810245250000450;841;Банк;2019-04-22
044525758;46;142116;Подольск;улица Ульяновых, дом 1, помещение 2;"ПАО ""Витабанк""";;30101810845374525758;356;Банк;2022-11-01
044525215;45;123376;Москва;улица Красная Пресня, дом 24;"ООО ""Банк БКФ""";(495)5140810,(495)5140811;30101810545250000215;2684;Банк;1994-07-29
044525218;45;125047;Москва;улица Бутырский Вал, дом 10;"КБ ""Дж.П. Морган Банк Интернешнл"" (ООО)";(495)9377300,9671000;30101810200000000218;2629;Банк;1994-10-11
044525351;45;115054;Москва;Павелецкая площадь, дом 2, строение 2;"ООО ""Эйч-эс-би-си Банк (РР)""";(495)7211515;30101810400000000351;3290;Банк;1996-09-25
044525512;45;127051;Москва;Цветной бульвар, д. 2;"""Натиксис Банк АО""";(495)7871700;30101810100000000512;3390;Банк;2002-03-22
044525619;45;117485;Москва;ул. Обручева, дом 30/1, строение 2;"ООО ""Фольксваген Банк РУС""";(495)7757557;30101810100000000619;3500;Банк;2010-09-03
044525470;45;123112;Москва;Пресненская набережная, дом. 10;"АО ""СМБСР Банк""";(495)2878200;30101810200000000470;3494;Банк;2009-06-29
044525733;45;115054;Москва;Павелецкая пл., д. 2, стр. 2;"ООО ""Ю Би Эс Банк""";(495)6482000;30101810400000000733;3463;Банк;2006-08-07
044525738;45;119334;Москва;5-й Донской проезд, д. 21Б, стр. 10;"АО АБ ""Капитал""";(495)9580887;30101810900000000738;575;Банк;1994-01-20
044525974;45;127287;Москва;Ул. 2-я Хуторская, д.38А, стр.26;"АО ""Тинькофф Банк""";(495)6481000;30101810145250000974;2673;Банк;2016-06-23
044525109;45;127051;Москва;1-й Колобовский пер., д. 23;"КБ ""Гарант-Инвест"" (АО)";(495)6509003;30101810745250000109;2576;Банк;1994-03-01
045655707;56;440000;Пенза;ул Красная, 104;"ПАО БАНК ""КУЗНЕЦКИЙ""";(8412)231845;30101810200000000707;609;Банк;1994-01-20
044525101;45;125047;Москва;улица Лесная, дом 5;"ООО ""Дойче Банк""";(495)7975000;30101810100000000101;3328;Банк;1998-05-08
044525815;45;050051;Алматы;проспект Достык, д.220;Евразийский банк развития;(727)2444044;30101810700000000815;;Банк;2010-09-24
044525147;45;109028;Москва;Серебряническая наб., дом 29;"АО ""РН Банк""";(495)7754068;30101810545250000147;170;Банк;1994-01-20
044525299;45;125171;Москва;Ленинградское шоссе, д. 16 А, строение 1;"ООО ""НКО ""Вестерн Юнион ДП Восток""";(495)7829800,7829802;30103810900000000299;2726-С;Банк;1996-05-07
044525308;45;115184;Москва;переулок Старый Толмачёвский, д. 5;"ООО ""Инбанк""";(495)5404669;30101810245250000308;1829;Банк;1994-01-20
